Ec X,Ec Y,Ev X,Ev Y,Efn X,Efn Y,Efp X,Efp Y
0.78437501,0.3164832,0.78437501,-0.80767603,0.78437501,-0.016283087,0.78437501,-0.59999822
0.78474909,0.31648329,0.78474909,-0.80767594,0.78474909,-0.016270738,0.78474909,-0.59999822
0.78750002,0.31648396,0.78750002,-0.80767527,0.78750002,-0.016179916,0.78750002,-0.59999821
0.7878741,0.31648405,0.7878741,-0.80767518,0.7878741,-0.016167615,0.7878741,-0.59999821
0.79062498,0.31648471,0.79062498,-0.80767452,0.79062498,-0.016077151,0.79062498,-0.5999982
0.79099905,0.3164848,0.79099905,-0.80767443,0.79099905,-0.016064899,0.79099905,-0.5999982
0.79374999,0.31648547,0.79374999,-0.80767376,0.79374999,-0.015974791,0.79374999,-0.5999982
0.79412407,0.31648556,0.79412407,-0.80767367,0.79412407,-0.015962586,0.79412407,-0.5999982
0.796875,0.31648622,0.796875,-0.80767301,0.796875,-0.015872831,0.796875,-0.59999819
0.79724908,0.31648631,0.79724908,-0.80767292,0.79724908,-0.015860674,0.79724908,-0.59999819
0.80000001,0.31648698,0.80000001,-0.80767225,0.80000001,-0.015771268,0.80000001,-0.59999818
0.80037409,0.31648707,0.80037409,-0.80767216,0.80037409,-0.015759159,0.80037409,-0.59999818
0.80312502,0.31648773,0.80312502,-0.8076715,0.80312502,-0.015670101,0.80312502,-0.59999818
0.8034991,0.31648782,0.8034991,-0.80767141,0.8034991,-0.015658038,0.8034991,-0.59999818
0.80624998,0.31648848,0.80624998,-0.80767075,0.80624998,-0.015569324,0.80624998,-0.59999817
0.80662405,0.31648857,0.80662405,-0.80767066,0.80662405,-0.015557308,0.80662405,-0.59999817
0.80937499,0.31648924,0.80937499,-0.80766999,0.80937499,-0.015468936,0.80937499,-0.59999816
0.80974907,0.31648933,0.80974907,-0.8076699,0.80974907,-0.015456966,0.80974907,-0.59999816
0.8125,0.31648999,0.8125,-0.80766924,0.8125,-0.015368934,0.8125,-0.59999815
0.81287408,0.31649008,0.81287408,-0.80766915,0.81287408,-0.015357009,0.81287408,-0.59999815
0.81562501,0.31649075,0.81562501,-0.80766848,0.81562501,-0.015269314,0.81562501,-0.59999815
0.81599909,0.31649084,0.81599909,-0.80766839,0.81599909,-0.015257434,0.81599909,-0.59999815
0.81875002,0.3164915,0.81875002,-0.80766773,0.81875002,-0.015170073,0.81875002,-0.59999814
0.8191241,0.31649159,0.8191241,-0.80766764,0.8191241,-0.015158239,0.8191241,-0.59999814
0.82187498,0.31649226,0.82187498,-0.80766698,0.82187498,-0.015071209,0.82187498,-0.59999813
0.82224905,0.31649235,0.82224905,-0.80766689,0.82224905,-0.01505942,0.82224905,-0.59999813
0.82499999,0.31649301,0.82499999,-0.80766622,0.82499999,-0.014972719,0.82499999,-0.59999813
0.82537407,0.3164931,0.82537407,-0.80766613,0.82537407,-0.014960974,0.82537407,-0.59999813
0.828125,0.31649376,0.828125,-0.80766547,0.828125,-0.014874599,0.828125,-0.59999812
0.82849908,0.31649385,0.82849908,-0.80766538,0.82849908,-0.014862899,0.82849908,-0.59999812
0.83125001,0.31649452,0.83125001,-0.80766471,0.83125001,-0.014776848,0.83125001,-0.59999811
0.83162409,0.31649461,0.83162409,-0.80766462,0.83162409,-0.014765191,0.83162409,-0.59999811
0.83437502,0.31649527,0.83437502,-0.80766396,0.83437502,-0.014679462,0.83437502,-0.59999811
0.8347491,0.31649536,0.8347491,-0.80766387,0.8347491,-0.014667849,0.8347491,-0.5999981
0.83749998,0.31649602,0.83749998,-0.80766321,0.83749998,-0.014582439,0.83749998,-0.5999981
0.83787405,0.31649612,0.83787405,-0.80766312,0.83787405,-0.014570869,0.83787405,-0.5999981
0.84062499,0.31649678,0.84062499,-0.80766245,0.84062499,-0.014485776,0.84062499,-0.59999809
0.84099907,0.31649687,0.84099907,-0.80766236,0.84099907,-0.014474248,0.84099907,-0.59999809
0.84375,0.31649753,0.84375,-0.8076617,0.84375,-0.01438947,0.84375,-0.59999808
0.84412408,0.31649762,0.84412408,-0.80766161,0.84412408,-0.014377985,0.84412408,-0.59999808
0.84687501,0.31649829,0.84687501,-0.80766095,0.84687501,-0.014293519,0.84687501,-0.59999808
0.84724909,0.31649838,0.84724909,-0.80766085,0.84724909,-0.014282076,0.84724909,-0.59999808
0.85000002,0.31649904,0.85000002,-0.80766019,0.85000002,-0.01419792,0.85000002,-0.59999807
0.8503741,0.31649913,0.8503741,-0.8076601,0.8503741,-0.014186518,0.8503741,-0.59999807
0.85312498,0.31649979,0.85312498,-0.80765944,0.85312498,-0.01410267,0.85312498,-0.59999806
0.85349905,0.31649988,0.85349905,-0.80765935,0.85349905,-0.01409131,0.85349905,-0.59999806
0.85624999,0.31650055,0.85624999,-0.80765868,0.85624999,-0.014007767,0.85624999,-0.59999806
0.85662407,0.31650064,0.85662407,-0.80765859,0.85662407,-0.013996448,0.85662407,-0.59999806
0.859375,0.3165013,0.859375,-0.80765793,0.859375,-0.013913209,0.859375,-0.59999805
0.85974908,0.31650139,0.85974908,-0.80765784,0.85974908,-0.013901931,0.85974908,-0.59999805
0.86250001,0.31650205,0.86250001,-0.80765718,0.86250001,-0.013818992,0.86250001,-0.59999804
0.86287409,0.31650214,0.86287409,-0.80765709,0.86287409,-0.013807755,0.86287409,-0.59999804
0.86562502,0.31650281,0.86562502,-0.80765642,0.86562502,-0.013725115,0.86562502,-0.59999804
0.8659991,0.3165029,0.8659991,-0.80765633,0.8659991,-0.013713918,0.8659991,-0.59999803
0.86874998,0.31650356,0.86874998,-0.80765567,0.86874998,-0.013631574,0.86874998,-0.59999803
0.86912405,0.31650365,0.86912405,-0.80765558,0.86912405,-0.013620417,0.86912405,-0.59999803
0.87187499,0.31650431,0.87187499,-0.80765492,0.87187499,-0.013538368,0.87187499,-0.59999802
0.87224907,0.3165044,0.87224907,-0.80765483,0.87224907,-0.013527251,0.87224907,-0.59999802
0.875,0.31650506,0.875,-0.80765417,0.875,-0.013445495,0.875,-0.59999801
0.87537408,0.31650515,0.87537408,-0.80765408,0.87537408,-0.013434417,0.87537408,-0.59999801
0.87812501,0.31650582,0.87812501,-0.80765341,0.87812501,-0.013352951,0.87812501,-0.59999801
0.87849909,0.31650591,0.87849909,-0.80765332,0.87849909,-0.013341912,0.87849909,-0.59999801
0.88125002,0.31650657,0.88125002,-0.80765266,0.88125002,-0.013260734,0.88125002,-0.599998
0.8816241,0.31650666,0.8816241,-0.80765257,0.8816241,-0.013249735,0.8816241,-0.599998
0.88437498,0.31650732,0.88437498,-0.80765191,0.88437498,-0.013168843,0.88437498,-0.59999799
0.88474905,0.31650741,0.88474905,-0.80765182,0.88474905,-0.013157882,0.88474905,-0.59999799
0.88749999,0.31650808,0.88749999,-0.80765116,0.88749999,-0.013077274,0.88749999,-0.59999799
0.88787407,0.31650817,0.88787407,-0.80765107,0.88787407,-0.013066352,0.88787407,-0.59999798
0.890625,0.31650883,0.890625,-0.8076504,0.890625,-0.012986026,0.890625,-0.59999798
0.89099908,0.31650892,0.89099908,-0.80765031,0.89099908,-0.012975142,0.89099908,-0.59999798
0.89375001,0.31650958,0.89375001,-0.80764965,0.89375001,-0.012895096,0.89375001,-0.59999797
0.89412409,0.31650967,0.89412409,-0.80764956,0.89412409,-0.01288425,0.89412409,-0.59999797
0.89687502,0.31651033,0.89687502,-0.8076489,0.89687502,-0.012804482,0.89687502,-0.59999796
0.8972491,0.31651042,0.8972491,-0.80764881,0.8972491,-0.012793673,0.8972491,-0.59999796
0.89999998,0.31651108,0.89999998,-0.80764815,0.89999998,-0.012714183,0.89999998,-0.59999796
0.90037405,0.31651117,0.90037405,-0.80764806,0.90037405,-0.012703411,0.90037405,-0.59999796
0.90312499,0.31651184,0.90312499,-0.80764739,0.90312499,-0.012624194,0.90312499,-0.59999795
0.90349907,0.31651193,0.90349907,-0.8076473,0.90349907,-0.01261346,0.90349907,-0.59999795
0.90625,0.31651259,0.90625,-0.80764664,0.90625,-0.012534516,0.90625,-0.59999794
0.90662408,0.31651268,0.90662408,-0.80764655,0.90662408,-0.012523818,0.90662408,-0.59999794
0.90937501,0.31651334,0.90937501,-0.80764589,0.90937501,-0.012445144,0.90937501,-0.59999794
0.90974909,0.31651343,0.90974909,-0.8076458,0.90974909,-0.012434483,0.90974909,-0.59999794
0.91250002,0.31651409,0.91250002,-0.80764514,0.91250002,-0.012356079,0.91250002,-0.59999793
0.9128741,0.31651418,0.9128741,-0.80764505,0.9128741,-0.012345454,0.9128741,-0.59999793
0.91562498,0.31651484,0.91562498,-0.80764439,0.91562498,-0.012267316,0.91562498,-0.59999792
0.91599905,0.31651493,0.91599905,-0.8076443,0.91599905,-0.012256727,0.91599905,-0.59999792
0.91874999,0.31651559,0.91874999,-0.80764364,0.91874999,-0.012178854,0.91874999,-0.59999792
0.91912407,0.31651568,0.91912407,-0.80764355,0.91912407,-0.012168301,0.91912407,-0.59999791
0.921875,0.31651635,0.921875,-0.80764289,0.921875,-0.012090692,0.921875,-0.59999791
0.92224908,0.31651644,0.92224908,-0.8076428,0.92224908,-0.012080174,0.92224908,-0.59999791
0.92500001,0.3165171,0.92500001,-0.80764213,0.92500001,-0.012002827,0.92500001,-0.5999979
0.92537409,0.31651719,0.92537409,-0.80764204,0.92537409,-0.011992344,0.92537409,-0.5999979
0.92812502,0.31651785,0.92812502,-0.80764138,0.92812502,-0.011915256,0.92812502,-0.59999789
0.9284991,0.31651794,0.9284991,-0.80764129,0.9284991,-0.011904809,0.9284991,-0.59999789
0.93124998,0.3165186,0.93124998,-0.80764063,0.93124998,-0.011827979,0.93124998,-0.59999789
0.93162405,0.31651869,0.93162405,-0.80764054,0.93162405,-0.011817567,0.93162405,-0.59999789
0.93437499,0.31651935,0.93437499,-0.80763988,0.93437499,-0.011740993,0.93437499,-0.59999788
0.93474907,0.31651944,0.93474907,-0.80763979,0.93474907,-0.011730615,0.93474907,-0.59999788
0.9375,0.3165201,0.9375,-0.80763913,0.9375,-0.011654296,0.9375,-0.59999787
0.93787408,0.31652019,0.93787408,-0.80763904,0.93787408,-0.011643953,0.93787408,-0.59999787
0.94062501,0.31652085,0.94062501,-0.80763838,0.94062501,-0.011567887,0.94062501,-0.59999787
0.94099909,0.31652094,0.94099909,-0.80763829,0.94099909,-0.011557577,0.94099909,-0.59999787
0.94375002,0.3165216,0.94375002,-0.80763763,0.94375002,-0.011481762,0.94375002,-0.59999786
0.9441241,0.31652169,0.9441241,-0.80763754,0.9441241,-0.011471487,0.9441241,-0.59999786
0.94687498,0.31652235,0.94687498,-0.80763688,0.94687498,-0.011395922,0.94687498,-0.59999785
0.94724905,0.31652244,0.94724905,-0.80763679,0.94724905,-0.01138568,0.94724905,-0.59999785
0.94999999,0.3165231,0.94999999,-0.80763614,0.94999999,-0.011310362,0.94999999,-0.59999784
0.95037407,0.31652318,0.95037407,-0.80763605,0.95037407,-0.011300154,0.95037407,-0.59999784
0.953125,0.31652384,0.953125,-0.80763539,0.953125,-0.011225083,0.953125,-0.59999784
0.95349908,0.31652393,0.95349908,-0.8076353,0.95349908,-0.011214908,0.95349908,-0.59999784
0.95625001,0.31652459,0.95625001,-0.80763464,0.95625001,-0.011140081,0.95625001,-0.59999783
0.95662409,0.31652468,0.95662409,-0.80763455,0.95662409,-0.01112994,0.95662409,-0.59999783
0.95937502,0.31652534,0.95937502,-0.80763389,0.95937502,-0.011055356,0.95937502,-0.59999782
0.9597491,0.31652543,0.9597491,-0.8076338,0.9597491,-0.011045247,0.9597491,-0.59999782
0.96249998,0.31652609,0.96249998,-0.80763314,0.96249998,-0.010970905,0.96249998,-0.59999782
0.96287405,0.31652618,0.96287405,-0.80763305,0.96287405,-0.010960829,0.96287405,-0.59999782
0.96562499,0.31652683,0.96562499,-0.8076324,0.96562499,-0.010886727,0.96562499,-0.59999781
0.96599907,0.31652692,0.96599907,-0.80763231,0.96599907,-0.010876683,0.96599907,-0.59999781
0.96875,0.31652758,0.96875,-0.80763165,0.96875,-0.010802819,0.96875,-0.5999978
0.96912408,0.31652767,0.96912408,-0.80763156,0.96912408,-0.010792807,0.96912408,-0.5999978
0.97187501,0.31652833,0.97187501,-0.8076309,0.97187501,-0.01071918,0.97187501,-0.5999978
0.97224909,0.31652842,0.97224909,-0.80763081,0.97224909,-0.010709201,0.97224909,-0.59999779
0.97500002,0.31652907,0.97500002,-0.80763016,0.97500002,-0.010635809,0.97500002,-0.59999779
0.9753741,0.31652916,0.9753741,-0.80763007,0.9753741,-0.010625861,0.9753741,-0.59999779
0.97812498,0.31652982,0.97812498,-0.80762941,0.97812498,-0.010552703,0.97812498,-0.59999778
0.97849905,0.31652991,0.97849905,-0.80762932,0.97849905,-0.010542787,0.97849905,-0.59999778
0.98124999,0.31653056,0.98124999,-0.80762867,0.98124999,-0.010469861,0.98124999,-0.59999777
0.98162407,0.31653065,0.98162407,-0.80762858,0.98162407,-0.010459976,0.98162407,-0.59999777
0.984375,0.31653131,0.984375,-0.80762792,0.984375,-0.010387282,0.984375,-0.59999777
0.98474908,0.3165314,0.98474908,-0.80762784,0.98474908,-0.010377428,0.98474908,-0.59999777
0.98750001,0.31653205,0.98750001,-0.80762718,0.98750001,-0.010304963,0.98750001,-0.59999776
0.98787409,0.31653214,0.98787409,-0.80762709,0.98787409,-0.01029514,0.98787409,-0.59999776
0.99062502,0.31653279,0.99062502,-0.80762644,0.99062502,-0.010222903,0.99062502,-0.59999775
0.9909991,0.31653288,0.9909991,-0.80762635,0.9909991,-0.010213111,0.9909991,-0.59999775
0.99374998,0.31653353,0.99374998,-0.8076257,0.99374998,-0.0101411,0.99374998,-0.59999775
0.99412405,0.31653362,0.99412405,-0.80762561,0.99412405,-0.010131339,0.99412405,-0.59999775
0.99687499,0.31653427,0.99687499,-0.80762496,0.99687499,-0.010059553,0.99687499,-0.59999774
0.99724907,0.31653436,0.99724907,-0.80762487,0.99724907,-0.010049822,0.99724907,-0.59999774
1,0.31653501,1,-0.80762422,1,-0.0099782596,1,-0.59999773
1.0003741,0.3165351,1.0003741,-0.80762413,1.0003741,-0.0099685591,1.0003741,-0.59999773
1.003125,0.31653575,1.003125,-0.80762348,1.003125,-0.0098972191,1.003125,-0.59999773
1.003499,0.31653584,1.003499,-0.80762339,1.003499,-0.0098875486,1.003499,-0.59999772
1.00625,0.31653649,1.00625,-0.80762274,1.00625,-0.0098164295,1.00625,-0.59999772
1.0066241,0.31653658,1.0066241,-0.80762265,1.0066241,-0.0098067889,1.0066241,-0.59999772
1.009375,0.31653723,1.009375,-0.807622,1.009375,-0.0097358894,1.009375,-0.59999771
1.0097491,0.31653731,1.0097491,-0.80762192,1.0097491,-0.0097262784,1.0097491,-0.59999771
1.0125,0.31653796,1.0125,-0.80762127,1.0125,-0.009655597,1.0125,-0.5999977
1.0128741,0.31653805,1.0128741,-0.80762118,1.0128741,-0.0096460155,1.0128741,-0.5999977
1.015625,0.3165387,1.015625,-0.80762054,1.015625,-0.009575551,1.015625,-0.5999977
1.0159991,0.31653878,1.0159991,-0.80762045,1.0159991,-0.0095659988,1.0159991,-0.5999977
1.01875,0.31653943,1.01875,-0.8076198,1.01875,-0.0094957499,1.01875,-0.59999769
1.019124,0.31653952,1.019124,-0.80761972,1.019124,-0.0094862268,1.019124,-0.59999769
1.021875,0.31654016,1.021875,-0.80761907,1.021875,-0.009416192,1.021875,-0.59999768
1.0222491,0.31654025,1.0222491,-0.80761898,1.0222491,-0.0094066979,1.0222491,-0.59999768
1.025,0.31654089,1.025,-0.80761834,1.025,-0.009336876,1.025,-0.59999768
1.0253741,0.31654098,1.0253741,-0.80761826,1.0253741,-0.0093274106,1.0253741,-0.59999768
1.028125,0.31654162,1.028125,-0.80761762,1.028125,-0.0092578003,1.028125,-0.59999767
1.0284991,0.3165417,1.0284991,-0.80761753,1.0284991,-0.0092483636,1.0284991,-0.59999767
1.03125,0.31654234,1.03125,-0.80761689,1.03125,-0.0091789636,1.03125,-0.59999766
1.0316241,0.31654243,1.0316241,-0.8076168,1.0316241,-0.0091695553,1.0316241,-0.59999766
1.034375,0.31654306,1.034375,-0.80761617,1.034375,-0.0091003643,1.034375,-0.59999765
1.034749,0.31654315,1.034749,-0.80761608,1.034749,-0.0090909843,1.034749,-0.59999765
1.0375,0.31654378,1.0375,-0.80761545,1.0375,-0.0090220011,1.0375,-0.59999765
1.0378741,0.31654387,1.0378741,-0.80761536,1.0378741,-0.0090126491,1.0378741,-0.59999765
1.040625,0.3165445,1.040625,-0.80761473,1.040625,-0.0089438726,1.040625,-0.59999764
1.0409991,0.31654459,1.0409991,-0.80761464,1.0409991,-0.0089345485,1.0409991,-0.59999764
1.04375,0.31654522,1.04375,-0.80761401,1.04375,-0.0088659773,1.04375,-0.59999763
1.0441241,0.3165453,1.0441241,-0.80761393,1.0441241,-0.0088566809,1.0441241,-0.59999763
1.046875,0.31654593,1.046875,-0.8076133,1.046875,-0.0087883138,1.046875,-0.59999763
1.0472491,0.31654602,1.0472491,-0.80761321,1.0472491,-0.0087790451,1.0472491,-0.59999763
1.05,0.31654664,1.05,-0.80761259,1.05,-0.0087108808,1.05,-0.59999762
1.050374,0.31654673,1.050374,-0.8076125,1.050374,-0.0087016395,1.050374,-0.59999762
1.053125,0.31654735,1.053125,-0.80761188,1.053125,-0.008633677,1.053125,-0.59999761
1.0534991,0.31654743,1.0534991,-0.8076118,1.0534991,-0.0086244629,1.0534991,-0.59999761
1.05625,0.31654805,1.05625,-0.80761118,1.05625,-0.0085567009,1.05625,-0.59999761
1.0566241,0.31654814,1.0566241,-0.8076111,1.0566241,-0.0085475139,1.0566241,-0.5999976
1.059375,0.31654875,1.059375,-0.80761048,1.059375,-0.0084799512,1.059375,-0.5999976
1.0597491,0.31654883,1.0597491,-0.8076104,1.0597491,-0.0084707912,1.0597491,-0.5999976
1.0625,0.31654945,1.0625,-0.80760979,1.0625,-0.0084034267,1.0625,-0.59999759
1.0628741,0.31654953,1.0628741,-0.8076097,1.0628741,-0.0083942935,1.0628741,-0.59999759
1.065625,0.31655014,1.065625,-0.8076091,1.065625,-0.0083271259,1.065625,-0.59999758
1.065999,0.31655022,1.065999,-0.80760901,1.065999,-0.0083180194,1.065999,-0.59999758
1.06875,0.31655082,1.06875,-0.80760841,1.06875,-0.0082510477,1.06875,-0.59999758
1.0691241,0.3165509,1.0691241,-0.80760833,1.0691241,-0.0082419676,1.0691241,-0.59999758
1.071875,0.3165515,1.071875,-0.80760773,1.071875,-0.0081751907,1.071875,-0.59999757
1.0722491,0.31655158,1.0722491,-0.80760765,1.0722491,-0.0081661369,1.0722491,-0.59999757
1.075,0.31655217,1.075,-0.80760706,1.075,-0.0080995536,1.075,-0.59999756
1.0753741,0.31655225,1.0753741,-0.80760698,1.0753741,-0.0080905261,1.0753741,-0.59999756
1.078125,0.31655284,1.078125,-0.80760639,1.078125,-0.0080241353,1.078125,-0.59999756
1.0784991,0.31655292,1.0784991,-0.80760631,1.0784991,-0.0080151337,1.0784991,-0.59999756
1.08125,0.3165535,1.08125,-0.80760573,1.08125,-0.0079489344,1.08125,-0.59999755
1.081624,0.31655358,1.081624,-0.80760565,1.081624,-0.0079399587,1.081624,-0.59999755
1.084375,0.31655416,1.084375,-0.80760507,1.084375,-0.0078739496,1.084375,-0.59999754
1.0847491,0.31655424,1.0847491,-0.80760499,1.0847491,-0.0078649997,1.0847491,-0.59999754
1.0875,0.31655481,1.0875,-0.80760443,1.0875,-0.0077991799,1.0875,-0.59999754
1.0878741,0.31655488,1.0878741,-0.80760435,1.0878741,-0.0077902555,1.0878741,-0.59999753
1.090625,0.31655544,1.090625,-0.80760379,1.090625,-0.0077246239,1.090625,-0.59999753
1.0909991,0.31655552,1.0909991,-0.80760371,1.0909991,-0.007715725,1.0909991,-0.59999753
1.09375,0.31655607,1.09375,-0.80760316,1.09375,-0.0076502805,1.09375,-0.59999752
1.0941241,0.31655615,1.0941241,-0.80760308,1.0941241,-0.0076414069,1.0941241,-0.59999752
1.096875,0.31655669,1.096875,-0.80760254,1.096875,-0.0075761485,1.096875,-0.59999751
1.097249,0.31655676,1.097249,-0.80760247,1.097249,-0.0075673001,1.097249,-0.59999751
1.1,0.3165573,1.1,-0.80760193,1.1,-0.0075022267,1.1,-0.59999751
1.1003741,0.31655737,1.1003741,-0.80760186,1.1003741,-0.0074934033,1.1003741,-0.59999751
1.103125,0.3165579,1.103125,-0.80760133,1.103125,-0.007428514,1.103125,-0.5999975
1.1034991,0.31655797,1.1034991,-0.80760126,1.1034991,-0.0074197154,1.1034991,-0.5999975
1.10625,0.31655848,1.10625,-0.80760075,1.10625,-0.0073550091,1.10625,-0.59999749
1.1066241,0.31655855,1.1066241,-0.80760068,1.1066241,-0.0073462353,1.1066241,-0.59999749
1.109375,0.31655905,1.109375,-0.80760018,1.109375,-0.007281711,1.109375,-0.59999749
1.1097491,0.31655912,1.1097491,-0.80760011,1.1097491,-0.0072729618,1.1097491,-0.59999749
1.1125,0.31655961,1.1125,-0.80759962,1.1125,-0.0072086185,1.1125,-0.59999748
1.112874,0.31655968,1.112874,-0.80759955,1.112874,-0.0071998938,1.112874,-0.59999748
1.115625,0.31656015,1.115625,-0.80759908,1.115625,-0.0071357306,1.115625,-0.59999747
1.1159991,0.31656022,1.1159991,-0.80759902,1.1159991,-0.0071270303,1.1159991,-0.59999747
1.11875,0.31656068,1.11875,-0.80759855,1.11875,-0.0070630461,1.11875,-0.59999747
1.1191241,0.31656074,1.1191241,-0.80759849,1.1191241,-0.00705437,1.1191241,-0.59999746
1.121875,0.31656118,1.121875,-0.80759805,1.121875,-0.0069905639,1.121875,-0.59999746
1.1222491,0.31656124,1.1222491,-0.80759799,1.1222491,-0.0069819119,1.1222491,-0.59999746
1.125,0.31656167,1.125,-0.80759756,1.125,-0.006918283,1.125,-0.59999745
1.1253741,0.31656173,1.1253741,-0.8075975,1.1253741,-0.0069096549,1.1253741,-0.59999745
1.128125,0.31656214,1.128125,-0.80759709,1.128125,-0.0068462022,1.128125,-0.59999744
1.128499,0.31656219,1.128499,-0.80759704,1.128499,-0.006837598,1.128499,-0.59999744
1.13125,0.31656258,1.13125,-0.80759665,1.13125,-0.0067743206,1.13125,-0.59999744
1.1316241,0.31656263,1.1316241,-0.8075966,1.1316241,-0.0067657401,1.1316241,-0.59999744
1.134375,0.316563,1.134375,-0.80759623,1.134375,-0.0067026372,1.134375,-0.59999743
1.1347491,0.31656305,1.1347491,-0.80759618,1.1347491,-0.0066940802,1.1347491,-0.59999743
1.1375,0.31656339,1.1375,-0.80759584,1.1375,-0.0066311508,1.1375,-0.59999742
1.1378741,0.31656344,1.1378741,-0.8075958,1.1378741,-0.0066226173,1.1378741,-0.59999742
1.140625,0.31656376,1.140625,-0.80759548,1.140625,-0.0065598605,1.140625,-0.59999742
1.1409991,0.31656379,1.1409991,-0.80759544,1.1409991,-0.0065513504,1.1409991,-0.59999742
1.14375,0.31656409,1.14375,-0.80759514,1.14375,-0.0064887653,1.14375,-0.59999741
1.144124,0.31656412,1.144124,-0.80759511,1.144124,-0.0064802784,1.144124,-0.59999741
1.146875,0.31656439,1.146875,-0.80759485,1.146875,-0.0064178642,1.146875,-0.5999974
1.1472491,0.31656442,1.1472491,-0.80759481,1.1472491,-0.0064094004,1.1472491,-0.5999974
1.15,0.31656465,1.15,-0.80759458,1.15,-0.0063471562,1.15,-0.5999974
1.1503741,0.31656467,1.1503741,-0.80759456,1.1503741,-0.0063387155,1.1503741,-0.59999739
1.153125,0.31656487,1.153125,-0.80759436,1.153125,-0.0062766405,1.153125,-0.59999739
1.1534991,0.31656489,1.1534991,-0.80759434,1.1534991,-0.0062682226,1.1534991,-0.59999739
1.15625,0.31656505,1.15625,-0.80759418,1.15625,-0.006206316,1.15625,-0.59999738
1.1566241,0.31656507,1.1566241,-0.80759416,1.1566241,-0.0061979209,1.1566241,-0.59999738
1.159375,0.31656519,1.159375,-0.80759404,1.159375,-0.0061361819,1.159375,-0.59999737
1.159749,0.3165652,1.159749,-0.80759403,1.159749,-0.0061278095,1.159749,-0.59999737
1.1625,0.31656527,1.1625,-0.80759396,1.1625,-0.0060662372,1.1625,-0.59999737
1.1628741,0.31656528,1.1628741,-0.80759395,1.1628741,-0.0060578874,1.1628741,-0.59999737
1.165625,0.31656531,1.165625,-0.80759393,1.165625,-0.0059964811,1.165625,-0.59999736
1.1659991,0.3165653,1.1659991,-0.80759393,1.1659991,-0.0059881537,1.1659991,-0.59999736
1.16875,0.31656528,1.16875,-0.80759395,1.16875,-0.0059269126,1.16875,-0.59999735
1.1691241,0.31656527,1.1691241,-0.80759396,1.1691241,-0.0059186077,1.1691241,-0.59999735
1.171875,0.31656519,1.171875,-0.80759404,1.171875,-0.0058575311,1.171875,-0.59999735
1.1722491,0.31656517,1.1722491,-0.80759406,1.1722491,-0.0058492483,1.1722491,-0.59999735
1.175,0.31656504,1.175,-0.80759419,1.175,-0.0057883355,1.175,-0.59999734
1.175374,0.31656501,1.175374,-0.80759422,1.175374,-0.005780075,1.175374,-0.59999734
1.178125,0.31656481,1.178125,-0.80759442,1.178125,-0.0057193252,1.178125,-0.59999733
1.1784991,0.31656477,1.1784991,-0.80759446,1.1784991,-0.0057110867,1.1784991,-0.59999733
1.18125,0.3165645,1.18125,-0.80759473,1.18125,-0.0056504993,1.18125,-0.59999732
1.1816241,0.31656446,1.1816241,-0.80759477,1.1816241,-0.0056422828,1.1816241,-0.59999732
1.184375,0.31656411,1.184375,-0.80759512,1.184375,-0.005581857,1.184375,-0.59999732
1.1847491,0.31656406,1.1847491,-0.80759517,1.1847491,-0.0055736625,1.1847491,-0.59999732
1.1875,0.31656363,1.1875,-0.8075956,1.1875,-0.0055133977,1.1875,-0.59999731
1.1878741,0.31656356,1.1878741,-0.80759567,1.1878741,-0.005505225,1.1878741,-0.59999731
1.190625,0.31656305,1.190625,-0.80759618,1.190625,-0.0054451206,1.190625,-0.5999973
1.190999,0.31656297,1.190999,-0.80759626,1.190999,-0.0054369696,1.190999,-0.5999973
1.19375,0.31656236,1.19375,-0.80759687,1.19375,-0.005377025,1.19375,-0.5999973
1.1941241,0.31656227,1.1941241,-0.80759696,1.1941241,-0.0053688956,1.1941241,-0.5999973
1.196875,0.31656156,1.196875,-0.80759767,1.196875,-0.0053091103,1.196875,-0.59999729
1.1972491,0.31656145,1.1972491,-0.80759778,1.1972491,-0.0053010025,1.1972491,-0.59999729
1.2,0.31656063,1.2,-0.8075986,1.2,-0.0052413758,1.2,-0.59999728
1.2003741,0.3165605,1.2003741,-0.80759873,1.2003741,-0.0052332894,1.2003741,-0.59999728
1.203125,0.31655957,1.203125,-0.80759966,1.203125,-0.0051738208,1.203125,-0.59999728
1.2034991,0.31655942,1.2034991,-0.80759981,1.2034991,-0.0051657559,1.2034991,-0.59999727
1.20625,0.31655836,1.20625,-0.80760087,1.20625,-0.0051064449,1.20625,-0.59999727
1.206624,0.3165582,1.206624,-0.80760103,1.206624,-0.0050984014,1.206624,-0.59999727
1.209375,0.31655699,1.209375,-0.80760224,1.209375,-0.0050392474,1.209375,-0.59999726
1.2097491,0.31655681,1.2097491,-0.80760242,1.2097491,-0.0050312252,1.2097491,-0.59999726
1.2125,0.31655546,1.2125,-0.80760377,1.2125,-0.004972228,1.2125,-0.59999725
1.2128741,0.31655525,1.2128741,-0.80760398,1.2128741,-0.004964227,1.2128741,-0.59999725
1.215625,0.31655374,1.215625,-0.80760549,1.215625,-0.004905386,1.215625,-0.59999725
1.2159991,0.31655351,1.2159991,-0.80760572,1.2159991,-0.0048974062,1.2159991,-0.59999725
1.21875,0.31655182,1.21875,-0.80760741,1.21875,-0.004838721,1.21875,-0.59999724
